DT.NFL.UNAI.CD,DT.ODA.OATL.CD,DC.DAC.USAL.CD,DC.DAC.TOTL.CD,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,SP.POP.DPND.YG,SH.CON.1524.FE.ZS,SH.CON.1524.MA.ZS,per_si_allsi.cov_pop_tot,per_sa_allsa.cov_pop_tot,per_lm_alllm.cov_pop_tot,SE.SEC.CUAT.LO.ZS,SE.SEC.CUAT.LO.FE.ZS,SE.SEC.CUAT.LO.MA.ZS,SE.PRM.CUAT.FE.ZS,SE.PRM.CUAT.MA.ZS,SE.PRM.CUAT.ZS,SH.HIV.INCD.ZS,IT.NET.USER.ZS,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.MA.ZS,SP.POP.TOTL,SL.UEM.TOTL.ZS,Time.Code,SH.STA.MMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.FE.IN,SP.DYN.LE00.MA.IN,SP.DYN.LE00.IN,WBcode,WBname,COWabb,COWcode,COWname,Income,MENA,year,polity2,durable,United Nations,United States,Joint United Nations Programme on HIV/AIDS (UNAIDS),United Nations Children`s Fund (UNICEF),United Nations Democracy Fund (UNDEF),United Nations Development Programme (UNDP),United Nations Economic Commission for Europe (UNECE),United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP),United Nations Economic and Social Commission for Western Asia (UNESCWA),United Nations High Commissioner for Refugees (UNHCR),United Nations Peacebuilding Fund (UNPBF),United Nations Population Fund (UNFPA),United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),Family planning,General health including reproductive health,Other,Reproductive health care,STD/HIV/AIDS,Women in development,Womens equality organizations and institutions,Womens Aid,United Nations-Family planning,United Nations-General health including reproductive health,United Nations-Other,United Nations-Reproductive health care,United Nations-STD/HIV/AIDS,United Nations-Women in development,United Nations-Womens equality organizations and institutions,United States-Family planning,United States-General health including reproductive health,United States-Other,United States-Reproductive health care,United States-STD/HIV/AIDS,United States-Women in development,United States-Womens equality organizations and institutions,United Nations-Womens Aid,United States-Womens Aid,AIDname
,,,,,,,45.37006703,,,,,,,,,,,,,,,,244284,,YR1974,,,73.447,69.389,71.3685122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,41.46574925,,,,,,,,,,,,,,,,241628,,YR1975,,,73.942,69.863,71.8527561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,38.99970266,,,,,,,,,,,,,,,,239085,,YR1976,,,74.411,70.309,72.30997561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,36.63787515,,,,,,,,,,,,,,,,236695,,YR1977,,,74.852,70.729,72.74021951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,34.79427274,,,,,,,,,,,,,,,,235198,,YR1978,,,75.267,71.123,73.14446341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20000,,,,34.02156711,,,,,,,,,,,,,,,,235479,,YR1979,,,75.658,71.493,73.52470732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70000,,,,34.44334482,,,,,,,,,,,,,,,,238118,,YR1980,,,76.027,71.844,73.8844878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10000,,,,33.18234033,,,,,,,,,,,,,,,,243427,,YR1981,,,76.379,72.184,74.23034146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,60000,1130457130,,4499.887071,33.23635905,,,,,,,,,,,,,,,,251219,,YR1982,,,76.721,72.521,74.56978049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,80000,1121486563,10.02236271,4296.932771,33.89501475,,,,,,,,,,,,,,,,260997,,YR1983,,,77.059,72.857,74.9067561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70000,1292297736,8.460531202,4751.216892,34.30804107,,,,,,,,,,,,,,,,271993,,YR1984,,,77.397,73.194,75.2442439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,100000,1348827324,0.731584258,4756.409365,34.22126647,,,,,,,,,,,,,,,,283581,,YR1985,,,77.739,73.526,75.58112195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70000,1517496131,6.693857107,5132.276543,35.8154257,,,,,,,,,,,,,,,,295677,,YR1986,,,78.088,73.844,75.9142439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,110000,1941246972,14.29481591,6297.127475,36.38745073,,,,,,,,,,,,,,,,308275,,YR1987,,,78.443,74.14,76.23902439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170000,2269233639,7.811353968,7071.973495,36.53739056,,,,,,,,,,,,,,,,320877,,YR1988,,,78.802,74.413,76.55397561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170000,2683254708,5.023470984,8060.218228,36.90266422,,,,,,,,,,,,,,,,332901,,YR1989,,,79.164,74.665,76.85963415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,110000,3220920085,7.980618498,9364.909314,37.58810615,,,,,,,,,,,,,0,44.63399887,71.40299988,343935,,YR1990,,,79.528,74.909,77.16217073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,120000,3735117374,3.659399858,10558.21784,37.82165244,,,,,,51.02569962,44.28081894,58.07376862,64.47582245,77.60089111,70.89364624,,,44.86299896,71.47200012,353764,3,YR1991,,,79.895,75.16,77.4697561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,120000,4879018602,13.29907288,13460.88413,38.17807821,,,,,,,,,,,,,,46.31600189,71.37999725,362459,2.299999952,YR1992,,,80.26,75.429,77.78558537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,150000,5625533410,5.185571118,15189.98072,38.46595656,,,,,,,,,,,,,,46.71699905,71.04000092,370345,2,YR1993,,,80.621,75.723,78.11226829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,270000,6265844252,4.252984082,16578.06184,38.37776736,,,,,,,,,,,,,0.036993376,47.45100021,70.09899902,377960,2.400000095,YR1994,,,80.977,76.04,78.44829268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,140000,6996034037,3.296007155,18139.19623,37.82142087,,,,,,,,,,,,,0.280014086,48.52199936,72.40200043,385686,3.599999905,YR1995,,,81.324,76.371,78.78709756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,290000,7122539667,-0.418470418,18097.40061,37.16734038,,,,,,,,,,,,,0.727273598,55.79800034,80.59200287,393567,4.199999809,YR1996,,,81.662,76.701,79.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,310000,7211264780,-0.279850746,17957.94638,36.35091934,,,,,,,,,,,,,2.364127672,55.29000092,79.47799683,401564,3.099999905,YR1997,,,81.989,77.014,79.44082927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,500000,6742367273,-4.571008201,16451.33864,35.36782682,,,,,,,,,,,,,7.003324245,55.32300186,78.70600128,409837,4.5,YR1998,,,82.307,77.299,79.74192683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20000,300000,6490571704,-2.358337933,15505.27875,34.19067524,,,,,,,,,,,,,9.212005085,55.50699997,77.1289978,418604,6.300000191,YR1999,,,82.613,77.551,80.02026829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,680000,,670000,6720492406,5.746812741,15702.85553,32.77593542,,,,,,,,,,,,,13.60858974,55.70600128,75.46800232,427979,6.699999809,YR2000,,,82.908,77.77,80.27634146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,530000,,490000,6811227983,2.888692254,15547.87353,30.94320641,,,,,,52.27605057,48.73167038,56.26675034,74.67436981,83.559021,78.85356903,,22.52121677,57.54899979,76.54699707,438081,6.5,YR2001,,,83.193,77.96,80.51268293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,980000,,980000,7322677820,8.946840342,16312.63772,28.77729433,,,,,,,,,,,,,25.17188016,56.9679985,73.17099762,448896,6.400000095,YR2002,,,83.467,78.134,80.73546341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,130000,,110000,8195033162,11.65335943,17809.59815,26.47685884,,,,,,,,,,,,,25.74212398,55.41199875,72.41000366,460147,6.099999905,YR2003,,,83.734,78.302,80.9517561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,120000,,120000,10585624891,26.75553264,22453.19235,24.27238202,,,,,,,,,,,,,31.48409738,56.95800018,73.52999878,471453,4.900000095,YR2004,,,83.995,78.472,81.16614634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,12092222042,8.059727508,25058.53593,22.29915537,,,,,,,,,,,,,34.86292717,58.98799896,74.26599884,482559,4.199999809,YR2005,,,84.253,78.649,81.38265854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,14789661809,13.31437143,29979.85447,20.40321247,,,,,,60.56866074,57.4957695,63.88904953,79.72255707,86.78627777,83.11769104,,46.4,60.50299835,75.6969986,493320,3.700000048,YR2006,,,84.514,78.84,81.60780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,18340447243,14.44744958,36402.56051,18.84071564,,,,,,,,,,,,,47.327,63.66999817,76.62200165,503823,3,YR2007,,,84.778,79.045,81.84158537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20917444920,3.393477558,40667.88423,17.59620836,,,,,,,,,,,,,49.24,64.63999939,77.31800079,514348,3,YR2008,,,85.045,79.261,82.08246341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21475520709,1.321260872,40881.38064,16.6022081,,,,,,,,,,,,,54,65.54199982,76.53399658,525313,3.5,YR2009,,,85.312,79.487,82.32846341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,28123640999,25.26377445,52374.79445,15.8245121,,,,,,,,,,,,,55.198,65.47799683,77.06900024,536969,2.799999952,YR2010,,,85.574,79.716,82.57356098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36709860068,21.67265903,66813.34974,15.5307725,,,,,,68.50891113,66.08255768,71.23175049,85.02596283,90.47647095,87.59429169,,60.20369672,66.23400116,77.01499939,549439,2.599999905,YR2011,,,85.824,79.942,82.81126829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,43031577366,9.237336768,76496.36619,15.31715064,,,,,,,,,,,,,61.31,65.53500366,77.06999969,562531,2,YR2012,,,86.055,80.158,83.03458537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,51552075902,11.20006656,89524.84436,15.24904115,,,,,,,,,,,,,65.8,65.98799896,76.38300323,575841,1.799999952,YR2013,,,86.266,80.359,83.24046341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,55347998648,-1.201149204,94004.38983,15.38294192,,,,,,,,,,,,,69.78,66.27100372,76.4280014,588781,1.700000048,YR2014,,,86.454,80.544,83.42692683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,45415278647,-21.53735642,75573.48071,15.72214801,,,,,,,,,,,,,77.60013186,66.16200256,76.50700378,600942,1.802000046,YR2015,,,86.623,80.711,83.59490244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,44802641830,-2.137099776,73186.96014,16.41011683,,,,,,,,,,,,,81.64298546,65.92900085,76.48500061,612167,2.724999905,YR2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,65.63800049,76.43800354,,3.177999973,YR2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,66.29089426,,,,,,,,,,,,,,,,1488667,,YR1960,,,61.072,60.195,60.62280488,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,65.72451279,,,,,,,,,,,,,,,,1507654,,YR1961,,,61.737,60.785,61.24939024,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,65.41659571,,,,,,,,,,,,,,,,1527111,,YR1962,,,62.387,61.359,61.86046341,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,65.09678328,,,,,,,,,,,,,,,,1547450,,YR1963,,,63.026,61.92,62.4595122,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,64.41862735,,,,,,,,,,,,,,,,1569141,,YR1964,,,63.66,62.468,63.04946341,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,63.28292879,,,,,,,,,,,,,,,,1592432,,YR1965,,,64.294,63.001,63.63173171,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,62.06320562,,,,,,,,,,,,,,,,1617794,,YR1966,,,64.93,63.514,64.20473171,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,60.51802722,,,,,,,,,,,,,,,,1644943,,YR1967,,,65.563,64.003,64.76397561,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,58.78197143,,,,,,,,,,,,,,,,1672399,,YR1968,,,66.186,64.461,65.30246341,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,57.06674297,,,,,,,,,,,,,,,,1698143,,YR1969,,,66.793,64.883,65.81470732,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,55.47680058,,,,,,,,,,,,,,,,1720800,,YR1970,,,67.373,65.264,66.29278049,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,54.27510195,,,,,,,,,,,,,,,,1739521,,YR1971,,,67.918,65.601,66.7312439,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,53.0211429,,,,,,,,,,,,,,,,1754956,,YR1972,,,68.42,65.893,67.12568293,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,51.86961715,,,,,,,,,,,,,,,,1768992,,YR1973,,,68.872,66.142,67.47370732,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,50.94702929,,,,,,,,,,,,,,,,1784398,,YR1974,,,69.27,66.352,67.77541463,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,50.27573846,,,,,,,,,,,,,,,,1803010,,YR1975,,,69.606,66.519,68.02485366,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,49.30528135,,,,,,,,,,,,,,,,1825552,,YR1976,,,69.874,66.643,68.21909756,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,48.67038062,,,,,,,,,,,,,,,,1851069,,YR1977,,,70.08,66.729,68.36363415,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,48.17877523,,,,,,,,,,,,,,,,1877688,,YR1978,,,70.237,66.79,68.47146341,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,47.56693242,,,,,,,,,,,,,,,,1902719,,YR1979,,,70.362,66.841,68.55856098,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,46.71788238,,,,,,,,,,,,,,,,1924197,,YR1980,,,70.48,66.908,68.65043902,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,45.78193787,,,,,,,,,,,,,,,,1941530,,YR1981,,52.1,70.617,67.018,68.77360976,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,44.70175671,,,,,,,,,,,,,,,,1955243,,YR1982,,50.3,70.792,67.184,68.944,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,43.55797044,,,,,,,,,,,,,,,,1965895,,YR1983,,47.9,71.015,67.411,69.16904878,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,42.49585674,,,,,,,,,,,,,,,,1974415,,YR1984,,46.1,71.289,67.692,69.44663415,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,41.5848759,,,,,,,,,,,,,,,,1981534,,YR1985,,45.2,71.605,68.01,69.76365854,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,41.04040685,,,,,,,,,,,,,,,,1987538,,YR1986,,44.5,71.945,68.333,70.09495122,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,40.53525203,,,,,,,,,,,,,,,,1992274,,YR1987,,42.6,72.284,68.631,70.41295122,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,40.08138191,,,,,,,,,,,,,,,,1995513,,YR1988,,39.3,72.603,68.883,70.69763415,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,39.67992074,,,,,,,,,,,,,,,,1996870,,YR1989,,35.9,72.895,69.082,70.942,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4471828622,,2240.139214,39.32294409,,,,,,,,,,,,0.01,0,42.99000168,67.21499634,1996228,,YR1990,14,33.5,73.158,69.233,71.14763415,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4694744898,-6.170767652,2355.260215,39.05340928,,,,,,,,,,,,0.01,,43.18199921,67.44799805,1993302,30.63100052,YR1991,14,31.6,73.398,69.352,71.32565854,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1991.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2316618543,-6.565198667,1164.914921,38.84933594,,,,,,,,,,,,0.01,,43.35599899,67.65599823,1988659,30.52799988,YR1992,14,29.9,73.627,69.464,71.49473171,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1992.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2550195043,-7.469271323,1285.362426,38.64441003,,,,,,,,,,,,0.01,,43.54000092,67.8710022,1984028,30.29299927,YR1993,13,27.7,73.858,69.588,71.67092683,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1993.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6000000,63180000,3381270208,-1.758166167,1706.244683,38.35110262,,,,,,,,,,,,0.01,,43.49100113,67.85099792,1981703,31.35099983,YR1994,12,25.1,74.094,69.733,71.86031707,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1994.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1000000,35030000,4449375346,-1.114727719,2243.474529,37.93559966,,,,,,,,,,,,0.01,0.04074384,43.42300034,67.8219986,1983252,31.25900078,YR1995,13,22.1,74.344,69.899,72.06729268,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1995.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5000000,55340000,4422160018,1.185103914,2222.813128,37.27963878,,,,,,,,,,,,0.01,0.075995734,43.27099991,67.66699982,1989443,35.61399841,YR1996,14,19.4,74.617,70.084,72.29521951,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1996.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,40550000,3735312143,1.439981341,1868.030611,36.44002206,,,,,,,,,,,,0.01,0.503985009,42.62400055,67.29000092,1999599,36,YR1997,13,17.4,74.909,70.275,72.5354878,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1997.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,830000,59490000,3571043103,3.378735622,1774.822037,35.48878319,,,,,,,,,,,,0.01,1.002861666,41.99300003,66.91500092,2012057,34.5,YR1998,13,16.2,75.214,70.465,72.78158537,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1998.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32090000,221930000,3673288264,4.339027922,1814.512523,34.53585683,,,,,,,,,,,,0.01,1.49733026,41.38600159,66.56400299,2024394,32.40000153,YR1999,12,15.2,75.52,70.65,73.02560976,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,1999.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37290000,197280000,3772851420,4.549135778,1854.145956,33.63460716,,,,,,,,,,,,0.01,2.485566316,41.67200089,66.23799896,2034819,32.20000076,YR2000,12,14.2,75.805,70.829,73.25631707,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2000.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37290000,222380000,3709637830,-3.067245662,1815.920091,32.67277995,,,,,,,,,,,,0.01,3.468184608,41.9980011,65.95200348,2042842,30.5,YR2001,10,13.4,76.042,71.002,73.46053659,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2001.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50520000,247360000,4018365247,1.494028679,1961.203736,31.84092928,,,,,,47.79695129,40.16012955,55.60116959,72.00679779,85.33914948,78.60070801,0.01,17.33,42.31499863,65.66899872,2048928,31.94000053,YR2002,11,12.9,76.218,71.171,73.63295122,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2002.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69840000,225540000,4946292775,2.222222222,2408.80011,31.07081137,,,,,,,,,,,,0.01,19.07,43.06000137,65.54399872,2053426,36.68999863,YR2003,10,12.6,76.326,71.339,73.77168293,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2003.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,53080000,241670000,5682719260,4.674428357,2762.561701,30.26099219,,,,,,,,,,,,0.01,24.44,40.71099854,63.63999939,2057047,37.15000153,YR2004,10,12.5,76.374,71.507,73.88114634,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2004.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80000,,43660000,213610000,6258600714,4.723377527,3037.754585,29.37369202,,,,,,,,,,,,0.01,26.45,42.62799835,64.56199646,2060272,37.27000046,YR2005,10,12.1,76.379,71.678,73.97117073,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2005.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90000,,39150000,190180000,6861222332,5.137025162,3325.613242,28.6189964,,,,,,,,,,,,0.01,28.62,42.38299942,67.06099701,2063145,36.09999847,YR2006,9,11.5,76.37,71.857,74.05846341,MKD,"Macedonia, FYR",MAC,343.0,Macedonia,Upper-Middle,0.0,2006.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
